"Person" "Activity" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()"
"46" 16 2 0.255986102627451 -0.0143654945011765 -0.124074517745098 -0.397083831568627 -0.163732745078431 -0.129283825721569 -0.0805926025490196 -0.379059698039216 -0.948413552745098 -0.933657461176471 -0.907649558823529 -0.949109364705882 0.0380533591627451 -0.521089140196078 -0.425625937254902 -0.593411129607843 -0.505610030784314 -0.394231688627451 -0.508087166666667 -0.58638289372549 -0.365025170078431 -0.514291545882353 -0.581173447843137 -0.358457711 -0.77471906627451 -0.717101021960784 -0.703150833529412 -0.773432429019608 -0.709217135882353 -0.694763996078431 -0.233990331568627 -0.692915110980392 -0.233990331568627 -0.692915110980392 -0.48321905 -0.858199483333333 -0.308260568039216 -0.759833503333333 -0.737705162156863 -0.967366082156863 -0.094561233145098 -0.419245638823529 -0.180847724764706 -0.195163110568627 -0.37442136745098 -0.426783147843137 -0.898162593333333 -0.934850898235294 -0.965736412745098 -0.812224670980392 -0.908337775490196 -0.628088664313725 -0.899966012156863 -0.931446040196078 -0.963513944901961 -0.876720384901961 -0.892861082745098 -0.747476751176471 -0.971346171764706 -0.970834087058824 -0.897980071568627 -0.981871118431373 -0.975735495686274 -0.792445841372549 -0.771863074705882 -0.549151681764706
"47" 17 2 0.252604768583333 -0.0228645614308333 -0.121290442104167 -0.062952754100625 -0.0131721014395833 -0.230220954239583 -0.284153753333333 -0.298171464166667 -0.949460372291667 -0.91597346625 -0.930159843541667 -0.950640972291667 0.00759533846458334 -0.292665827083333 -0.349791873229167 -0.657430836041667 -0.273200782291667 -0.293240333895833 -0.496562732729167 -0.493044125208333 -0.234402350714583 -0.52090468 -0.504142515416667 -0.229641685166667 -0.676722847708333 -0.610586202291667 -0.600282959791667 -0.681579783333333 -0.630155137708333 -0.684466208958333 -0.0128062276916667 -0.484875916875 -0.0128062276916667 -0.484875916875 -0.357233897916667 -0.786292545625 -0.235191249091667 -0.701961578541667 -0.637367490625 -0.933142342083333 -0.2048157105 0.00958388283 -0.0559750015520833 -0.2790107405125 -0.218978468833333 -0.276941259322917 -0.844496421041667 -0.868001073541667 -0.871065659791667 -0.546003052708333 -0.849866244166667 -0.429640515666667 -0.873957381041667 -0.893257611458333 -0.925936470625 -0.70713034375 -0.860544450833333 -0.610471792083333 -0.921759243333333 -0.92797928875 -0.863186373541667 -0.956872483541667 -0.950604681875 -0.711080545 -0.588198566458333 -0.3739237426875
"48" 18 2 0.265401201896552 -0.0222060684378914 -0.112655891327586 -0.380168286724138 -0.211155120224138 -0.31437339137931 -0.316619946206897 -0.106112549189655 -0.961738807068966 -0.942056881206897 -0.907839723965517 -0.962916947241379 0.0093589662862069 -0.563202134655172 -0.56794063862069 -0.760829911206897 -0.564743621034483 -0.531102223793103 -0.593841504137931 -0.507297003103448 -0.433922212068966 -0.596869527586207 -0.50725004137931 -0.453427443396552 -0.828872171206897 -0.718951757931034 -0.749360452068966 -0.828488729655172 -0.718270554310345 -0.769325962586207 -0.279146312758621 -0.727963188275862 -0.279146312758621 -0.727963188275862 -0.601463948275862 -0.911014034482759 -0.3691086 -0.795404370689655 -0.781652689310345 -0.97765844137931 -0.269571390465517 -0.381199786551724 -0.294469288275862 -0.399369887241379 -0.378489390172414 -0.330254314655172 -0.931872838793103 -0.942306701206897 -0.951027144827586 -0.801069792758621 -0.936710656034483 -0.603270241896552 -0.942634676034483 -0.947512046206897 -0.965815159827586 -0.891642945862069 -0.934309981724138 -0.766137598103448 -0.96674117362069 -0.974170941724138 -0.85456166862069 -0.989937405172414 -0.969623646551724 -0.832272437241379 -0.797129967931035 -0.588175104655172
"49" 19 2 0.242118808925 -0.0303986615775 -0.151054607725 -0.1287420952375 0.176349922525 -0.1904685504575 -0.3871007085 -0.2210087627 -0.916495992 -0.9010448505 -0.83693567475 -0.91691137975 0.0316681980575 -0.1742790558 -0.0128865483575 -0.4442822275 -0.11136910259 0.09125777201 -0.4068000325 -0.17263322355 -0.110117174875 -0.41889163275 -0.16888801095 -0.1167879432555 -0.49212221875 -0.3754149830025 -0.210207995575 -0.488734216 -0.374942175225 -0.315117543375 0.01738119347275 -0.47339280425 0.01738119347275 -0.47339280425 -0.114189605875 -0.6233168975 -0.06161577145 -0.543285425 -0.372790526575 -0.8088672215 -0.2399806950525 -0.10388037275175 0.1138112351025 -0.201561084645 -0.179021811045 -0.0566592753925 -0.69925915625 -0.79886266825 -0.89316439425 -0.61218954225 -0.7064302735 -0.327500763325 -0.6971198635 -0.7657526145 -0.86178476775 -0.651960105 -0.634350347 -0.386264590875 -0.62882713225 -0.781179337 -0.64187851925 -0.87626984725 -0.883015957 -0.62372861825 -0.65210246 -0.262288630475
"50" 20 2 0.252098317156863 -0.0282258047588235 -0.121023947784314 -0.116088676011765 0.15219632835098 -0.229249455098039 -0.479894842941176 -0.130117634791765 -0.931405014313725 -0.92459435372549 -0.904064093529412 -0.932340303333333 -0.024542099304902 -0.185695388078431 -0.260789711588235 -0.513641207058824 -0.178325158564706 -0.208197675411765 -0.492701193921569 -0.104722161186078 0.184119332796078 -0.509138523921569 -0.126310314178431 0.182528954541176 -0.393988623529412 -0.253867089670588 -0.451324309411765 -0.415162061372549 -0.237387309945098 -0.480558757176471 0.00872502461176471 -0.483456414117647 0.00872502461176471 -0.483456414117647 -0.255611242098039 -0.700575438823529 0.0223302538235294 -0.471161561823529 -0.37192841627451 -0.805675450392157 -0.242438965196078 -0.0111845279117647 0.0501200748637255 -0.214433999666667 -0.312545675098039 0.0137089040490196 -0.762110516078431 -0.851466624705882 -0.903424616862745 -0.593973278431373 -0.841099408431373 -0.246665190317647 -0.801157896862745 -0.842716988823529 -0.903913651176471 -0.610066781568627 -0.81477082372549 -0.490786597386275 -0.883170531960784 -0.925093764313725 -0.571993768823529 -0.885138764705882 -0.858132711352941 -0.312049998156863 -0.669245311176471 -0.401585455784314
"51" 21 2 0.265194544680851 -0.0237218695148936 -0.125414265340426 -0.240808282276596 0.109787469104255 -0.219707928574468 -0.432309617446809 -0.309735038510638 -0.940911635531915 -0.941523624255319 -0.932716253829787 -0.942076780212766 -0.0360115472978723 -0.424052014680851 -0.203209665702128 -0.562052350212766 -0.383585485744681 -0.17302037972766 -0.53190941893617 -0.463136841489362 0.0517155421740426 -0.536115025531915 -0.488198168510638 0.0457517406787234 -0.604469603617021 -0.564149244893617 -0.561604567446809 -0.612172753404255 -0.559277011914894 -0.641207904468085 -0.0810453188106383 -0.573951394255319 -0.0810453188106383 -0.573951394255319 -0.355047693617021 -0.786102932978723 -0.168982721146809 -0.655937191914894 -0.577935642978723 -0.913113758085106 -0.22716417293617 -0.271674589234043 0.040719940312766 -0.233490002702128 -0.255282156076596 -0.210261045546808 -0.839452228510638 -0.867383274893617 -0.909678802978723 -0.703600668297872 -0.825709210851064 -0.321351492914894 -0.842989037234043 -0.876350864893617 -0.937258443617021 -0.833088357659574 -0.81035574787234 -0.556655361914894 -0.906170215744681 -0.90242912106383 -0.854501356382979 -0.948743799148936 -0.858783847659574 -0.45354408 -0.732832065319149 -0.41246492
"52" 22 2 0.248391534566667 -0.0268622561133333 -0.117550861738095 0.0835738640921429 0.250067523738095 -0.109613216345238 -0.33682691 -0.0957978990316667 -0.94063384047619 -0.941620221904762 -0.913153632142857 -0.941507965 -0.033616970907381 -0.00853992680952381 -0.0575784544857143 -0.471703304761905 0.0321168277280952 -0.0147167404309524 -0.301491709628571 -0.489417908809524 -0.157758060642857 -0.307026125928571 -0.494507424761905 -0.148696940309524 -0.704255415 -0.515697758571429 -0.37623342952381 -0.706107890952381 -0.502419668333333 -0.447505642380952 0.210282608333333 -0.292344382380952 0.210282608333333 -0.292344382380952 -0.0957840344357143 -0.568857323571429 -0.1280319236 -0.588280577142857 -0.568111869047619 -0.914281078333333 -0.116753339559524 -0.0798493141952381 0.1265542836 -0.168872818809524 0.18857462473419 0.0802493476571429 -0.428359369928571 -0.553183307142857 -0.820850935714286 -0.409988585 -0.398885688538095 -0.168597083642857 -0.380367860928571 -0.459909721166667 -0.710523859428571 -0.582110543571429 -0.232758747270714 -0.364188906404762 -0.735740132619048 -0.837066369047619 -0.860511353333333 -0.967900432380952 -0.876076142142857 -0.662371901666667 -0.638358758809524 -0.353298761547619
"53" 23 2 0.249995171031373 -0.0323844029237255 -0.126890616782353 -0.243887818513725 0.0448435785868627 0.10080118935098 -0.214481808235294 -0.35593445 -0.933344481568627 -0.910474557058824 -0.902065910392157 -0.934870294705882 0.0159234167843137 -0.365398622764706 -0.328225031 -0.408094020392157 -0.358871366470588 -0.26703190427451 -0.550664576666667 -0.293681861176471 -0.0317301153392157 -0.564137262352941 -0.306758914901961 -0.00618236003588235 -0.493514122352941 -0.543765425882353 -0.537072643333333 -0.50646531254902 -0.549307403137255 -0.586899924313726 -0.0117536873784314 -0.516609914313725 -0.0117536873784314 -0.516609914313725 -0.311143885098039 -0.758089562352941 -0.156527148792745 -0.63737373527451 -0.504367150588235 -0.876196119215686 0.104508755759412 -0.217210990647059 -0.0243836562964706 0.0725204580254902 -0.31980045454902 -0.208066516921569 -0.797069970392157 -0.859980870784314 -0.915868600588235 -0.704573815490196 -0.801637267254902 -0.371241743960784 -0.803475426470588 -0.849354648235294 -0.907866903333333 -0.79974120254902 -0.765385071764706 -0.691480332745098 -0.910553802941176 -0.896109572156863 -0.756659395686274 -0.897424374313725 -0.925123454901961 -0.529427097784314 -0.726848506666667 -0.393347538235294
"54" 24 2 0.269881106779661 -0.0251979434569492 -0.114248610966102 -0.344399351355932 -0.116804488966102 -0.255601012881356 -0.237498409152542 -0.227134869152542 -0.962190567457627 -0.916690779830509 -0.934952938983051 -0.963299216949153 -0.0132353651798305 -0.49876467220339 -0.51522075220339 -0.523807264237288 -0.49487572559322 -0.479610594915254 -0.577426408813559 -0.568534124576271 -0.27459628379661 -0.58343337440678 -0.597088657288136 -0.292033897627119 -0.646644373728814 -0.648975330847458 -0.647533142033898 -0.681515780677966 -0.659268312372881 -0.579285773050847 -0.226402822033898 -0.684376363728814 -0.226402822033898 -0.684376363728814 -0.488487620508475 -0.852072288305085 -0.33443583979661 -0.773660079322034 -0.658751629152542 -0.934647033559322 -0.28314344338983 -0.311288965254237 -0.164377876915254 -0.22807120720339 -0.393210806101695 -0.357374853898305 -0.912826100677966 -0.919101322372881 -0.939605078135593 -0.778438439322034 -0.910327119830509 -0.522067094237288 -0.922297314915254 -0.922538861525424 -0.94457917 -0.860606888305085 -0.902445591186441 -0.760853517118644 -0.92972232 -0.952644756440678 -0.913949343050847 -0.950637894745763 -0.946999245254237 -0.737967529661017 -0.75359120559322 -0.486210513559322
"55" 25 2 0.277995411384615 -0.0269863524264615 -0.126210440292308 -0.459775646153846 -0.223086808769231 -0.296523975076923 -0.217641282461538 0.108230986684615 -0.950878450307692 -0.931758272769231 -0.882722399076923 -0.952075860615385 -0.0116906813498462 -0.663642746307692 -0.627131235692308 -0.812458372307692 -0.668322578923077 -0.595317180615385 -0.489011794784615 -0.433673383846154 -0.564195608923077 -0.501756019938462 -0.427761289384615 -0.577611829384615 -0.839699143076923 -0.746268282923077 -0.683843448769231 -0.848060504923077 -0.740903471076923 -0.712903256615385 -0.305772199076923 -0.757894371538462 -0.305772199076923 -0.757894371538462 -0.679160843538462 -0.941725147846154 -0.3186346998 -0.744442488923077 -0.777106026615385 -0.975857096153846 -0.237296741292308 -0.442095427076923 -0.27100368198 -0.418051003230769 -0.512511891076923 -0.407262696769231 -0.943904161846154 -0.949885476153846 -0.957286486 -0.847388233538461 -0.948508536769231 -0.606435776153846 -0.952612348307692 -0.958428765538462 -0.977619379846154 -0.936835872153846 -0.948956317846154 -0.811275222615385 -0.962922633230769 -0.960938016307692 -0.806208192 -0.992166752307692 -0.969362052 -0.905281629846154 -0.859182962615385 -0.665544674769231
"56" 26 2 0.272691394545455 -0.0281633797398182 -0.121943461236364 -0.169006952418182 -0.0491726302763636 -0.404596936545455 -0.246169656181818 -0.00199310572363636 -0.962011392181818 -0.937858157818182 -0.929636797636364 -0.963748993454545 -0.0117089275472727 -0.290879965872727 -0.399771473818182 -0.677995585454545 -0.295177513672727 -0.379307611272727 -0.550274396 -0.603097110545455 -0.3090880546 -0.557906504727273 -0.604629339454545 -0.343437129090909 -0.725210290909091 -0.556390218 -0.515182720727273 -0.748571858545454 -0.592493454 -0.503290340327273 -0.142874499381818 -0.596894262545455 -0.142874499381818 -0.596894262545455 -0.404463896363636 -0.797597153090909 -0.344427047636364 -0.781275898 -0.648099850181818 -0.934831143818182 -0.400902256363636 -0.196382489672727 -0.104037371154727 -0.4258361536 -0.170802503574545 -0.276397038327273 -0.770246536545454 -0.828453154 -0.913779952727273 -0.647002717272727 -0.777287680181818 -0.467847810836364 -0.771162349454545 -0.810658016181818 -0.889841828545455 -0.745874526727273 -0.730205567090909 -0.635566223090909 -0.882822442363636 -0.871252026545455 -0.921150228 -0.968826155636364 -0.972234801454545 -0.772872281090909 -0.632130597272727 -0.304242847763636
"57" 27 2 0.265770253921569 -0.0200953324078431 -0.123530438196078 -0.295439547254902 -0.0950104077 -0.23070787672549 -0.229278659607843 -0.294642640196078 -0.956433874705882 -0.947713378627451 -0.926675381176471 -0.957483975490196 0.0067467910745098 -0.468066189411765 -0.426833499411765 -0.633722935098039 -0.460191910588235 -0.39618474627451 -0.562461004705882 -0.587966800588235 -0.169960785215686 -0.567410134705882 -0.595935000980392 -0.164044194352941 -0.711148438235294 -0.676876469411765 -0.697655113921569 -0.720787004117647 -0.676969424117647 -0.699568914901961 -0.160589355980392 -0.651609814117647 -0.160589355980392 -0.651609814117647 -0.479067422156863 -0.853016184313726 -0.286145719598039 -0.740125155882353 -0.699895090784314 -0.953729702352941 -0.197338870980392 -0.347422217156863 -0.200008542568627 -0.307846231666667 -0.233864915078431 -0.264757018921569 -0.875986000588235 -0.923744712745098 -0.956231744313725 -0.743448794313725 -0.898723689019608 -0.511439166470588 -0.888288554901961 -0.918352380588235 -0.955060134509804 -0.845905625882353 -0.882049766470588 -0.767475815294118 -0.95340317745098 -0.960990473921569 -0.911949836666667 -0.973541305294118 -0.968246007843137 -0.650145685098039 -0.802417439019608 -0.537651188823529
"58" 28 2 0.262005841764706 -0.0279443943478431 -0.121514025692157 -0.242062430294118 -0.146753877035294 -0.28598691372549 -0.333223996666667 -0.265207858431373 -0.944697800196078 -0.927641087843137 -0.900514013333333 -0.94653518254902 0.00749081657058823 -0.312671655921569 -0.331602407372549 -0.637488941176471 -0.327437274313725 -0.303731445823529 -0.518818227843137 -0.479319521372549 -0.189306812833333 -0.525976760196078 -0.491008233333333 -0.175485362679412 -0.690571101960784 -0.603568264117647 -0.478431625686275 -0.709457985882353 -0.62802031627451 -0.543112497843137 -0.186240503960784 -0.638553410784314 -0.186240503960784 -0.638553410784314 -0.388086248235294 -0.787229258039216 -0.263415282690196 -0.72395447745098 -0.620279797647059 -0.927948423137255 -0.281685159607843 -0.216033078119608 -0.162606554217647 -0.321693365019608 -0.292091330196078 -0.418839031568627 -0.744162011764706 -0.856163976470588 -0.92502334 -0.706628698823529 -0.779141591176471 -0.645969893333333 -0.74194853254902 -0.836387234705882 -0.894792399019608 -0.762568709411765 -0.736540698627451 -0.817877165098039 -0.889711562352941 -0.915627473529412 -0.852376970588235 -0.969749759411765 -0.942382504509804 -0.671207552745098 -0.6821677 -0.417056631372549
"59" 29 2 0.265423066877551 -0.0299465312326531 -0.118000587840816 -0.0867715569693878 -0.122128287642857 0.0995443502346939 -0.227120125306122 0.0443786011771429 -0.954189013061225 -0.923007798367347 -0.858849467142857 -0.955755956530612 -0.0290713871612245 -0.182365815065306 -0.388624195510204 -0.678763766530612 -0.212310933040816 -0.318029402816327 -0.323904731622449 0.0461103045102041 -0.37481514122449 -0.369966313326531 0.0375258613081633 -0.367184834285714 -0.73422519244898 -0.558417024081633 -0.454788031428571 -0.741150629795918 -0.543661674081633 -0.537174182653061 0.00834360271428571 -0.45316518122449 0.00834360271428571 -0.45316518122449 -0.344324833061224 -0.753331568571429 0.0439627677608163 -0.415736242755102 -0.617340803061225 -0.932965538163265 0.203057836877551 -0.0100264274102041 -0.147853903814286 -0.111878696468776 -0.209807005428571 -0.369934457271429 -0.624727298571429 -0.826284255306122 -0.889739155306122 -0.572841029591837 -0.754911762040816 -0.599199633265306 -0.666555252040816 -0.829183311632653 -0.904675388367347 -0.634770243061225 -0.727108505714286 -0.729157190816327 -0.917762255918367 -0.912166967959184 -0.346123037142857 -0.985351853673469 -0.949039976530612 -0.810368164897959 -0.532186605102041 -0.357928164897959
"60" 30 2 0.271415642261538 -0.0253311698786154 -0.124697493775385 -0.350504475230769 -0.127311157607692 0.0249468034966154 -0.226647292153846 -0.0221401100714154 -0.954033624307692 -0.914933936 -0.862402791230769 -0.956146541692308 0.0161506198923077 -0.535420203384615 -0.587214542923077 -0.761942025384615 -0.549553399076923 -0.560061200615385 -0.493837520761538 -0.0840481513184615 -0.211573579892308 -0.507126274826154 -0.115786914538 -0.257573970830769 -0.743336958461538 -0.665150619230769 -0.731481767692308 -0.751708279076923 -0.658857726461539 -0.773285572461539 -0.137627857227385 -0.623141220923077 -0.137627857227385 -0.623141220923077 -0.596600099538461 -0.902546193692308 -0.113608367276923 -0.565246440307692 -0.718780256769231 -0.961096964769231 0.121447414920923 -0.321138972015385 -0.205832546110769 -0.175107793929231 -0.386096587692308 -0.333672827507692 -0.887661965692308 -0.945565474769231 -0.956721603538462 -0.777635948461538 -0.928319261230769 -0.497636794307692 -0.898575611692308 -0.945814499076923 -0.956537177538462 -0.871280307846154 -0.921312442923077 -0.786616562 -0.966713022923077 -0.951749011846154 -0.492766675538462 -0.984778914 -0.927582882 -0.688493837230769 -0.762435633384615 -0.545747401846154
"61" 1 3 0.289188320408163 -0.00991850461020408 -0.107566190908163 0.0300353383483878 -0.0319359434489796 -0.230434213204082 -0.266610338979592 -0.0621199585938775 -0.950559811632653 -0.937018658979592 -0.895939695102041 -0.951425748163265 -0.0109719730183673 -0.012283860544898 -0.101601390640816 -0.345735032326531 -0.00216842288163265 -0.0851037908014286 -0.458030542938775 -0.126349194938775 -0.124702454242857 -0.476414813367347 -0.159280509007551 -0.185024724471429 -0.238824827530612 -0.268761480242857 -0.484515379591837 -0.273080913714286 -0.270516223857143 -0.523053729591837 0.0271882914106122 -0.421681206734694 0.0271882914106122 -0.421681206734694 -0.0894474807979592 -0.546968743265306 -0.0757412543673469 -0.549353333061224 -0.295463843346939 -0.735710160408163 -0.297927894693878 0.0728995783367347 -0.0065241663877551 -0.262405445789796 -0.0991868746434694 -0.421067364285714 -0.375793857510204 -0.685482633387755 -0.795444869387755 -0.463357205102041 -0.489060926122449 -0.660396967142857 -0.378451650132653 -0.702467576734694 -0.825625750204082 -0.515182433061224 -0.458943535346939 -0.693497416122449 -0.851113799387755 -0.904344151020408 -0.678113930816327 -0.769576615714286 -0.929145784285714 -0.653566309795918 -0.469999098571429 -0.14574829822449
"62" 2 3 0.27761534806383 -0.0226614158361702 -0.116812942382979 0.0463666814446808 0.262881788951064 -0.10283790806383 -0.325780100638298 -0.0438890162723404 -0.940361759574468 -0.940068525531915 -0.931438313191489 -0.940392785744681 -0.0209351677765957 0.147249143238298 0.126828014557447 -0.340122023191489 0.0984002741553192 0.130793842326383 -0.320789230008511 -0.415739144893617 -0.279418388042553 -0.326008600425532 -0.457603794468085 -0.303925520212766 -0.469396701106383 -0.218266318606383 -0.300860673057447 -0.532592167659575 -0.282825521829787 -0.225804667659574 0.0899511204978723 -0.309593058361702 0.0899511204978723 -0.309593058361702 0.00565516335106383 -0.393439222042553 -0.162188586930426 -0.618526884680851 -0.410872671489362 -0.787548358085106 -0.162032894287234 0.138076920840426 0.2860231991 -0.104119033501702 -0.148315250325532 -0.235336518480851 -0.19419562363617 -0.54188652912766 -0.81074772893617 -0.446749572978723 -0.353677691276596 -0.363831626829787 -0.183796562838298 -0.463926185408511 -0.676461290361702 -0.36887100806383 -0.176892568425532 -0.337637190574468 -0.677769981276596 -0.72117878212766 -0.86380582 -0.87544976106383 -0.934623304680851 -0.788132786595745 -0.249894305246809 -0.0515395320531915
"63" 3 3 0.292423484693878 -0.0193554079328571 -0.116139842908163 -0.0574100475102041 -0.0331503723387755 -0.362240245489796 -0.228829214285714 -0.102352758040816 -0.950061129591837 -0.946094637755102 -0.899943947755102 -0.950813990816327 -0.00202727978142857 -0.0858010042244898 -0.111439194979592 -0.571735243061224 -0.120057917932653 -0.0722189468530612 -0.261653414014286 -0.546740387959184 -0.44230776755102 -0.284280552510204 -0.549847674489796 -0.467151655918367 -0.680947338163265 -0.374605412306122 -0.271872490571429 -0.688184971632653 -0.403664348571429 -0.388417941102041 -0.0628126118283674 -0.501215684469388 -0.0628126118283674 -0.501215684469388 -0.205239246653061 -0.629362787938776 -0.215294501244898 -0.645961408163265 -0.508567577142857 -0.881607663265306 -0.389723034061224 0.000295666735510202 -0.0285892130346939 -0.347029215714286 -0.184213235610204 -0.404066942530612 -0.50733291255102 -0.726119185918367 -0.845080261428571 -0.53907938677551 -0.631294031816326 -0.614214198979592 -0.524875070204082 -0.688716915142857 -0.791570633265306 -0.564290510993878 -0.555156836836735 -0.589523647204082 -0.680275066 -0.868740634897959 -0.895994635918367 -0.965215046530612 -0.970110823469388 -0.87899182122449 -0.527268710346939 -0.198262883434694
"64" 4 3 0.279965329555556 -0.00980200850666667 -0.1067775246 0.0111935496222222 -0.21859832499 -0.479185977111111 -0.0620852772955556 0.148714808888889 -0.955258881333333 -0.932066041111111 -0.937753794444444 -0.956283703777778 -0.00729137766444444 -0.145759708684667 -0.146242294857778 -0.626646986888889 -0.130695544235689 -0.109121601288889 -0.370244695288889 -0.699453537111111 -0.498480800444444 -0.376836122333333 -0.705991392222222 -0.537767713555556 -0.816858240222222 -0.325780073711111 -0.3828779236 -0.817355295777778 -0.360981794111111 -0.470518570133333 -0.0491616726733333 -0.502430117111111 -0.0491616726733333 -0.502430117111111 -0.228851413747333 -0.679368361777778 -0.3466062928 -0.757573173111111 -0.592843014888889 -0.916291985333333 -0.512694303111111 -0.03707036958 -0.204215371355556 -0.472615159777778 -0.0125634283155556 -0.610457508 -0.648586507555556 -0.704705339777778 -0.8277054698 -0.473335862133333 -0.495809537333333 -0.810129504666667 -0.599327795111111 -0.702030209555556 -0.843484892666667 -0.681557039777778 -0.416904133466667 -0.808703272444444 -0.792160413555556 -0.830287695777778 -0.950922175777778 -0.988950249333333 -0.969817420222222 -0.912242185333333 -0.561617741111111 -0.218642085755556
"65" 5 3 0.29354392712766 -0.00850107533191489 -0.100319930659574 0.275046110468085 0.0907630761042553 -0.325891435319149 -0.0607578318319149 0.0216777910246191 -0.950490938510638 -0.912363420851064 -0.927192732978723 -0.951249893404255 0.0213397664446809 0.0322415501638298 0.0473612314702128 -0.52265163787234 0.0824430120638298 0.0745480035744681 -0.46064684487234 -0.409134149148936 -0.227869042382979 -0.471626792340426 -0.427221349361702 -0.301264575106383 -0.514591487234043 -0.0344217467042553 -0.395262916170213 -0.54028678 -0.0864175155680851 -0.438712171914894 0.211138853638298 -0.196526172317021 0.211138853638298 -0.196526172317021 -0.0637528559361702 -0.528004484680851 -0.218029835319149 -0.681249602765957 -0.39719562106383 -0.81695218 -0.353397850212766 0.243565883148936 0.138806399702128 -0.314799405510638 0.299540835680851 -0.353044626148936 -0.562303277234042 -0.714175238297872 -0.858411258085106 -0.160946970680851 -0.698152798297872 -0.685024031914894 -0.606077003829787 -0.683065112340426 -0.820484879787234 -0.402717297297872 -0.622024140212766 -0.604092299319149 -0.811719125957447 -0.862802658085106 -0.842646805957447 -0.904774606595745 -0.943022270425532 -0.788580512340426 -0.263280700148936 -0.169367348276596
"66" 6 3 0.277045258145833 -0.019536840063125 -0.107209356208333 0.383681639791667 0.360164958768542 -0.320204232520417 -0.214046334375 -0.00307981704708333 -0.9544062675 -0.93357760125 -0.934378766458333 -0.955840821041667 -0.00932470617291667 0.165271070858333 0.276544029529167 -0.336817322270833 0.185653509045833 0.323798999089583 -0.19830385328125 -0.18922957 -0.0940797929729167 -0.235029724854167 -0.239378317622917 -0.1667504427875 -0.193508405479167 0.193206498960417 0.0249917773958333 -0.231802880564583 0.104541210958333 -0.0617918520166667 0.333754731458333 -0.0168628579791667 0.333754731458333 -0.0168628579791667 0.10384507225 -0.323963866041667 0.0142677821595833 -0.421645995979167 -0.0829366854166667 -0.537758340520833 -0.4060143105 0.447506791041667 0.419693520395833 -0.31781656319375 0.187828508765146 -0.213810474095833 -0.383674407041667 -0.544928425208333 -0.72139263375 -0.0239436533916667 -0.4780746425 -0.532401592791667 -0.430907835541667 -0.524807150833333 -0.739916676875 -0.29010511035 -0.3829824521875 -0.5180413930875 -0.470005747041667 -0.513269525895833 -0.752316433541667 -0.692638344375 -0.914896053958333 -0.732531250208333 -0.04777483074375 0.03412531108125
